round_epochs,val_loss,val_quadruplet_metric,loss,quadruplet_metric,lr,epochs,batch_size,optimizer,embeddings,activation,neurons
1,-0.4817289412021637,1.0,-0.47838038206100464,1.0,1,10,20,<class 'keras.optimizers.Adam'>,20,<function relu at 0x000001E8DDF13158>,1280
